Date,Open,High,Low,Close,Adj Close,Volume
2010-06-11,4.760000,4.840000,4.720000,4.800000,4.344850,7000
2010-06-14,4.810000,4.940000,4.790000,4.790000,4.335797,14400
2010-06-15,4.800000,4.900000,4.710000,4.760000,4.308644,17100
2010-06-16,4.840000,4.840000,4.510000,4.730000,4.281488,30200
2010-06-17,4.710000,4.850000,4.640000,4.720000,4.272436,26000
2010-06-18,4.640000,4.760000,4.640000,4.760000,4.308644,7900
2010-06-21,4.910000,4.910000,4.760000,4.860000,4.399163,18600
2010-06-22,4.860000,4.860000,4.720000,4.730000,4.281488,19500
2010-06-23,4.760000,4.790000,4.650000,4.760000,4.308644,6400
2010-06-24,4.620000,4.750000,4.620000,4.630000,4.190971,11100
2010-06-25,4.640000,4.780000,4.610000,4.650000,4.209074,32300
2010-06-28,4.660000,4.690000,4.600000,4.600000,4.163816,23400
2010-06-29,4.610000,4.700000,4.550000,4.570000,4.136660,34500
2010-06-30,4.590000,4.700000,4.590000,4.660000,4.218127,25200
2010-07-01,4.620000,4.720000,4.490000,4.550000,4.118557,53100
2010-07-02,4.580000,4.750000,4.540000,4.750000,4.299592,26400
2010-07-06,4.720000,4.720000,4.510000,4.510000,4.082348,37300
2010-07-07,4.520000,4.630000,4.500000,4.570000,4.136660,18200
2010-07-08,4.610000,4.690000,4.530000,4.650000,4.209074,18600
2010-07-09,4.560000,4.680000,4.510000,4.510000,4.082348,63800
2010-07-12,4.450000,4.750000,4.450000,4.720000,4.272436,26400
2010-07-13,4.750000,4.750000,4.610000,4.750000,4.299592,22900
2010-07-14,4.710000,4.750000,4.630000,4.700000,4.254333,23200
2010-07-15,4.720000,4.790000,4.600000,4.610000,4.172868,15900
2010-07-16,4.600000,4.620000,4.400000,4.400000,3.982781,15700
2010-07-19,4.380000,4.380000,4.000000,4.330000,3.919418,63600
2010-07-20,4.220000,4.530000,4.220000,4.500000,4.073298,23600
2010-07-21,4.480000,4.520000,4.470000,4.520000,4.091402,13800
2010-07-22,4.510000,4.640000,4.500000,4.600000,4.163816,15100
2010-07-23,4.570000,4.570000,4.500000,4.570000,4.136660,11500
2010-07-26,4.480000,4.580000,4.370000,4.550000,4.118557,11200
2010-07-27,4.490000,4.580000,4.330000,4.530000,4.100453,19900
2010-07-28,4.550000,4.620000,4.550000,4.570000,4.136660,13700
2010-07-29,4.500000,4.690000,4.500000,4.640000,4.200021,12600
2010-07-30,4.650000,4.700000,4.510000,4.660000,4.218127,16500
2010-08-02,4.700000,4.700000,4.580000,4.650000,4.209074,21600
2010-08-03,4.690000,4.780000,4.520000,4.630000,4.190971,11800
2010-08-04,4.680000,4.750000,4.680000,4.690000,4.245282,9100
2010-08-05,4.800000,4.800000,4.630000,4.630000,4.190971,29800
2010-08-06,4.630000,4.750000,4.580000,4.580000,4.145711,10500
2010-08-09,4.600000,4.710000,4.580000,4.670000,4.227178,39300
2010-08-10,4.570000,4.680000,4.550000,4.680000,4.236228,3200
2010-08-11,4.510000,4.630000,4.480000,4.500000,4.073298,15200
2010-08-12,4.560000,4.600000,4.470000,4.500000,4.073298,53900
2010-08-13,4.500000,4.570000,4.480000,4.520000,4.091402,15700
2010-08-16,4.450000,4.580000,4.450000,4.540000,4.109505,24000
2010-08-17,4.580000,4.590000,4.530000,4.570000,4.136660,8000
2010-08-18,4.590000,4.740000,4.550000,4.650000,4.209074,31700
2010-08-19,4.740000,4.740000,4.510000,4.550000,4.118557,19100
2010-08-20,4.670000,4.670000,4.260000,4.500000,4.073298,48800
2010-08-23,4.560000,4.580000,4.490000,4.500000,4.073298,30400
2010-08-24,4.500000,4.570000,4.390000,4.500000,4.073298,26400
2010-08-25,4.500000,4.550000,4.470000,4.500000,4.073298,9500
2010-08-26,4.510000,4.570000,4.420000,4.500000,4.073298,12400
2010-08-27,4.470000,4.630000,4.470000,4.570000,4.136660,19300
2010-08-30,4.600000,4.620000,4.550000,4.550000,4.118557,12500
2010-08-31,4.540000,4.600000,4.500000,4.500000,4.073298,6700
2010-09-01,4.600000,4.710000,4.570000,4.660000,4.218127,14800
2010-09-02,4.700000,4.750000,4.590000,4.630000,4.190971,13600
2010-09-03,4.660000,4.730000,4.600000,4.630000,4.190971,7800
2010-09-07,4.630000,4.730000,4.630000,4.660000,4.218127,11800
2010-09-08,4.720000,4.810000,4.680000,4.740000,4.290541,11500
2010-09-09,4.810000,4.840000,4.750000,4.790000,4.335797,16600
2010-09-10,4.720000,4.750000,4.500000,4.620000,4.181919,24400
2010-09-13,4.690000,4.720000,4.510000,4.670000,4.227178,12800
2010-09-14,4.700000,4.720000,4.560000,4.660000,4.218127,3900
2010-09-15,4.670000,4.740000,4.670000,4.740000,4.290541,6300
2010-09-16,4.750000,4.750000,4.630000,4.670000,4.227178,4600
2010-09-17,4.800000,4.800000,4.740000,4.760000,4.308644,20900
2010-09-20,4.840000,4.900000,4.710000,4.900000,4.435367,37300
2010-09-21,4.910000,4.920000,4.740000,4.850000,4.390109,23500
2010-09-22,4.880000,4.880000,4.810000,4.840000,4.381059,26300
2010-09-23,4.800000,4.870000,4.800000,4.810000,4.353903,23300
2010-09-24,4.810000,4.880000,4.800000,4.860000,4.399163,20500
2010-09-27,4.850000,4.860000,4.800000,4.860000,4.399163,17200
2010-09-28,4.850000,4.910000,4.840000,4.900000,4.435367,6100
2010-09-29,4.900000,4.900000,4.770000,4.770000,4.317695,18000
2010-09-30,4.750000,5.070000,4.750000,5.010000,4.534938,60200
2010-10-01,5.070000,5.100000,5.020000,5.040000,4.562094,11600
2010-10-04,5.100000,5.100000,5.000000,5.000000,4.525886,13900
2010-10-05,5.000000,5.090000,5.000000,5.060000,4.580196,14600
2010-10-06,5.070000,5.100000,5.060000,5.090000,4.607353,16700
2010-10-07,5.070000,5.070000,4.940000,5.060000,4.580196,9800
2010-10-08,5.050000,5.060000,5.000000,5.000000,4.525886,8800
2010-10-11,5.020000,5.220000,5.000000,5.220000,4.725026,36400
2010-10-12,5.230000,5.240000,5.110000,5.170000,4.679768,23800
2010-10-13,5.150000,5.220000,5.080000,5.190000,4.697870,13800
2010-10-14,5.190000,5.240000,5.120000,5.220000,4.725026,64200
2010-10-15,5.200000,5.250000,5.150000,5.210000,4.715973,11700
2010-10-18,5.090000,5.180000,4.910000,5.000000,4.525886,30600
2010-10-19,4.900000,5.000000,4.900000,5.000000,4.525886,24300
2010-10-20,5.050000,5.250000,5.050000,5.190000,4.697870,20300
2010-10-21,5.160000,5.190000,5.030000,5.150000,4.661662,19700
2010-10-22,5.140000,5.210000,5.000000,5.210000,4.715973,25200
2010-10-25,5.110000,5.250000,5.070000,5.250000,4.752182,24300
2010-10-26,5.200000,5.260000,5.080000,5.210000,4.715973,93900
2010-10-27,5.150000,5.250000,5.100000,5.180000,4.688820,11500
2010-10-28,5.250000,5.430000,5.220000,5.350000,4.842699,63600
2010-10-29,5.300000,5.490000,5.210000,5.250000,4.752182,32400
2010-11-01,5.260000,5.340000,5.110000,5.230000,4.734077,10800
2010-11-02,5.230000,5.270000,5.170000,5.170000,4.679768,3200
2010-11-03,5.240000,5.260000,5.160000,5.200000,4.706922,3700
2010-11-04,5.230000,5.230000,5.140000,5.160000,4.670715,25000
2010-11-05,5.250000,5.290000,5.210000,5.270000,4.770284,45700
2010-11-08,5.270000,5.310000,5.220000,5.250000,4.752182,15200
2010-11-09,5.240000,5.270000,5.080000,5.080000,4.598301,19300
2010-11-10,5.100000,5.100000,5.000000,5.100000,4.616405,21400
2010-11-11,5.100000,5.140000,4.980000,5.070000,4.589249,23100
2010-11-12,5.020000,5.090000,4.980000,5.090000,4.607353,58700
2010-11-15,5.130000,5.190000,5.110000,5.170000,4.679768,14800
2010-11-16,5.180000,5.240000,5.050000,5.120000,4.634507,33500
2010-11-17,5.090000,5.140000,5.090000,5.130000,4.643559,2300
2010-11-18,5.250000,5.270000,5.080000,5.140000,4.652611,13600
2010-11-19,5.160000,5.160000,5.010000,5.070000,4.589249,55400
2010-11-22,5.120000,5.220000,5.070000,5.100000,4.616405,17600
2010-11-23,5.040000,5.040000,4.850000,4.960000,4.489679,28900
2010-11-24,4.940000,5.020000,4.940000,4.940000,4.471575,11000
2010-11-26,5.000000,5.000000,4.700000,4.810000,4.353903,38000
2010-11-29,4.810000,4.810000,4.500000,4.740000,4.290541,56400
2010-11-30,4.740000,4.790000,4.640000,4.700000,4.254333,15800
2010-12-01,4.710000,4.740000,4.580000,4.670000,4.227178,179700
2010-12-02,4.690000,4.800000,4.570000,4.790000,4.335797,38900
2010-12-03,4.800000,4.800000,4.710000,4.800000,4.344850,24800
2010-12-06,4.860000,4.870000,4.720000,4.830000,4.372005,17900
2010-12-07,4.800000,4.830000,4.720000,4.740000,4.290541,27700
2010-12-08,4.710000,4.750000,4.650000,4.700000,4.254333,36600
2010-12-09,4.700000,4.740000,4.680000,4.710000,4.263385,9800
2010-12-10,4.710000,4.830000,4.680000,4.700000,4.254333,45200
2010-12-13,4.770000,4.770000,4.700000,4.740000,4.290541,12900
2010-12-14,4.720000,4.760000,4.650000,4.760000,4.308644,37500
2010-12-15,4.770000,4.770000,4.670000,4.700000,4.254333,4200
2010-12-16,4.800000,4.800000,4.700000,4.720000,4.272436,24800
2010-12-17,4.760000,4.840000,4.700000,4.740000,4.290541,16600
2010-12-20,4.840000,4.930000,4.800000,4.840000,4.381059,29900
2010-12-21,4.790000,4.900000,4.750000,4.890000,4.426317,18200
2010-12-22,4.950000,4.990000,4.920000,4.940000,4.471575,17600
2010-12-23,4.980000,4.980000,4.920000,4.930000,4.462524,3900
2010-12-27,4.930000,4.940000,4.820000,4.930000,4.462524,11000
2010-12-28,4.920000,4.990000,4.880000,4.890000,4.426317,10400
2010-12-29,4.900000,4.910000,4.780000,4.800000,4.344850,13300
2010-12-30,4.840000,4.900000,4.800000,4.870000,4.408212,5400
2010-12-31,4.840000,4.850000,4.650000,4.850000,4.390109,56700
2011-01-03,4.900000,4.900000,4.620000,4.830000,4.372005,70400
2011-01-04,4.900000,5.130000,4.880000,5.110000,4.625456,61400
2011-01-05,5.050000,5.140000,4.930000,4.990000,4.516835,19700
2011-01-06,4.940000,4.950000,4.900000,4.900000,4.435367,15600
2011-01-07,4.910000,4.920000,4.850000,4.850000,4.390109,17500
2011-01-10,4.980000,4.980000,4.870000,4.890000,4.426317,12000
2011-01-11,4.890000,4.920000,4.810000,4.830000,4.372005,13200
2011-01-12,4.850000,4.890000,4.750000,4.890000,4.426317,6400
2011-01-13,4.880000,4.890000,4.810000,4.880000,4.417266,4600
2011-01-14,4.880000,4.940000,4.880000,4.940000,4.471575,15100
2011-01-18,5.080000,5.080000,4.980000,5.010000,4.534938,21400
2011-01-19,4.900000,4.960000,4.900000,4.910000,4.444420,9900
2011-01-20,4.950000,4.950000,4.900000,4.930000,4.462524,6500
2011-01-21,4.950000,4.980000,4.930000,4.930000,4.462524,14600
2011-01-24,4.990000,5.040000,4.930000,4.980000,4.507782,23400
2011-01-25,4.980000,5.030000,4.950000,4.990000,4.516835,28100
2011-01-26,5.030000,5.040000,4.980000,4.980000,4.507782,6700
2011-01-27,5.000000,5.040000,4.960000,4.960000,4.489679,12800
2011-01-28,4.980000,5.040000,4.980000,5.020000,4.543990,26300
2011-01-31,5.070000,5.180000,5.030000,5.100000,4.616405,37900
2011-02-01,5.170000,5.190000,5.110000,5.160000,4.670715,25200
2011-02-02,5.160000,5.240000,5.130000,5.240000,4.743128,31900
2011-02-03,5.270000,5.290000,5.160000,5.230000,4.734077,12200
2011-02-04,5.210000,5.210000,5.120000,5.200000,4.706922,7200
2011-02-07,5.240000,5.280000,5.200000,5.240000,4.743128,16200
2011-02-08,5.290000,5.290000,5.110000,5.110000,4.625456,17600
2011-02-09,5.120000,5.400000,5.120000,5.200000,4.706922,16200
2011-02-10,5.240000,5.610000,5.230000,5.580000,5.050889,62100
2011-02-11,5.630000,5.700000,5.560000,5.630000,5.096147,17800
2011-02-14,5.620000,5.790000,5.620000,5.660000,5.123303,47500
2011-02-15,5.690000,5.910000,5.550000,5.590000,5.059941,34300
2011-02-16,5.600000,5.840000,5.600000,5.650000,5.114251,24600
2011-02-17,5.690000,5.870000,5.680000,5.760000,5.213820,43900
2011-02-18,5.750000,5.840000,5.530000,5.540000,5.014682,44000
2011-02-22,5.520000,5.620000,5.500000,5.510000,4.987528,40900
2011-02-23,5.500000,5.590000,5.110000,5.260000,4.761232,64700
2011-02-24,5.540000,5.540000,5.270000,5.330000,4.824594,15700
2011-02-25,5.510000,5.650000,5.280000,5.650000,5.114251,48500
2011-02-28,5.690000,5.830000,5.520000,5.700000,5.159511,45700
2011-03-01,5.630000,5.980000,5.610000,5.760000,5.213820,31800
2011-03-02,5.770000,5.880000,5.660000,5.660000,5.123303,10500
2011-03-03,5.670000,5.910000,5.670000,5.840000,5.286235,21000
2011-03-04,5.790000,5.920000,5.580000,5.850000,5.295287,27700
2011-03-07,5.880000,5.880000,5.730000,5.730000,5.186664,20600
2011-03-08,5.720000,5.810000,5.720000,5.770000,5.222872,3300
2011-03-09,5.870000,5.870000,5.780000,5.830000,5.277183,9600
2011-03-10,5.880000,5.880000,5.660000,5.740000,5.195718,13600
2011-03-11,5.780000,5.780000,5.520000,5.610000,5.078044,15000
2011-03-14,5.750000,5.890000,5.610000,5.780000,5.231926,49300
2011-03-15,5.700000,5.770000,5.650000,5.760000,5.213820,18400
2011-03-16,5.750000,5.760000,5.650000,5.670000,5.132355,14700
2011-03-17,5.790000,5.790000,5.500000,5.500000,4.978474,48200
2011-03-18,5.500000,5.520000,5.330000,5.520000,4.996580,37500
2011-03-21,5.470000,5.660000,5.470000,5.490000,4.969422,28200
2011-03-22,5.490000,5.530000,5.330000,5.360000,4.851749,20700
2011-03-23,5.370000,5.430000,5.360000,5.400000,4.887956,7400
2011-03-24,5.400000,5.640000,5.400000,5.540000,5.014682,14600
2011-03-25,5.580000,5.630000,5.540000,5.570000,5.041838,13100
2011-03-28,5.550000,5.550000,5.400000,5.420000,4.906062,42500
2011-03-29,5.340000,5.450000,5.320000,5.450000,4.933217,14500
2011-03-30,5.450000,5.510000,5.320000,5.380000,4.869854,21300
2011-03-31,5.390000,5.590000,5.380000,5.510000,4.987528,16300
2011-04-01,5.510000,5.530000,5.410000,5.470000,4.951319,15300
2011-04-04,5.500000,5.600000,5.500000,5.540000,5.014682,27600
2011-04-05,5.480000,5.520000,5.460000,5.480000,4.960372,13500
2011-04-06,5.610000,5.940000,5.550000,5.840000,5.286235,67900
2011-04-07,5.870000,5.870000,5.750000,5.750000,5.204770,15800
2011-04-08,5.810000,5.850000,5.760000,5.760000,5.213820,9500
2011-04-11,5.760000,6.140000,5.760000,5.860000,5.304338,59700
2011-04-12,5.910000,5.960000,5.830000,5.850000,5.295287,24200
2011-04-13,5.920000,5.920000,5.880000,5.920000,5.358650,4900
2011-04-14,5.880000,5.880000,5.750000,5.750000,5.204770,14300
2011-04-15,5.830000,6.040000,5.780000,5.970000,5.403908,44600
2011-04-18,6.010000,6.010000,5.920000,5.970000,5.403908,8000
2011-04-19,5.940000,6.000000,5.920000,5.940000,5.376753,29600
2011-04-20,5.900000,6.070000,5.900000,6.010000,5.440115,18100
2011-04-21,6.090000,6.130000,6.050000,6.110000,5.530634,12100
2011-04-25,6.120000,6.130000,6.060000,6.060000,5.485374,13900
2011-04-26,6.110000,6.180000,6.080000,6.080000,5.503479,37500
2011-04-27,6.140000,6.150000,6.110000,6.150000,5.566842,1400
2011-04-28,6.180000,6.370000,6.150000,6.370000,5.765981,56800
2011-04-29,6.400000,6.460000,6.350000,6.400000,5.793134,13000
2011-05-02,6.420000,6.490000,6.400000,6.420000,5.811240,17000
2011-05-03,6.480000,6.490000,6.300000,6.350000,5.747876,14000
2011-05-04,6.410000,6.510000,6.410000,6.510000,5.892704,45300
2011-05-05,6.500000,6.570000,5.930000,6.100000,5.521581,67300
2011-05-06,6.390000,6.440000,5.750000,6.370000,5.765981,42800
2011-05-09,6.430000,6.530000,6.100000,6.450000,5.838395,40000
2011-05-10,6.460000,6.460000,5.750000,6.270000,5.675461,54900
2011-05-11,6.280000,6.280000,6.040000,6.120000,5.539685,10400
2011-05-12,6.120000,6.180000,6.120000,6.170000,5.584943,4600
2011-05-13,6.170000,6.180000,5.980000,5.990000,5.444071,29600
2011-05-16,5.990000,6.000000,5.880000,5.950000,5.407716,12600
2011-05-17,5.870000,5.970000,5.870000,5.880000,5.344096,15600
2011-05-18,5.910000,5.970000,5.840000,5.950000,5.407716,13500
2011-05-19,5.990000,6.170000,5.990000,6.170000,5.607666,29600
2011-05-20,6.130000,6.170000,6.130000,6.140000,5.580400,2900
2011-05-23,6.240000,6.250000,6.150000,6.220000,5.653110,14000
2011-05-24,6.250000,6.250000,6.130000,6.130000,5.571310,9200
2011-05-25,6.100000,6.110000,6.000000,6.030000,5.480424,20100
2011-05-26,6.020000,6.110000,6.000000,6.020000,5.471337,16700
2011-05-27,5.990000,6.050000,5.900000,5.970000,5.425894,15900
2011-05-31,6.070000,6.070000,5.910000,5.930000,5.389539,32700
2011-06-01,5.940000,5.970000,5.800000,5.970000,5.425894,15700
2011-06-02,5.900000,5.900000,5.720000,5.740000,5.216855,38100
2011-06-03,5.720000,5.730000,5.610000,5.640000,5.125969,8500
2011-06-06,5.600000,5.620000,5.420000,5.490000,4.989640,50800
2011-06-07,5.450000,5.620000,5.440000,5.530000,5.025994,12700
2011-06-08,5.610000,5.610000,5.440000,5.500000,4.998727,25100
2011-06-09,5.460000,5.500000,5.460000,5.470000,4.971463,14300
2011-06-10,5.490000,5.500000,5.420000,5.490000,4.989640,27400
2011-06-13,5.450000,5.560000,5.440000,5.560000,5.053260,49100
2011-06-14,5.570000,5.680000,5.560000,5.680000,5.162323,13200
2011-06-15,5.680000,5.790000,5.580000,5.790000,5.262299,17400
2011-06-16,5.750000,6.010000,5.730000,5.780000,5.253211,26200
2011-06-17,5.850000,5.920000,5.610000,5.610000,5.098703,18900
2011-06-20,5.550000,5.630000,5.530000,5.530000,5.025994,16200
2011-06-21,5.540000,5.750000,5.520000,5.630000,5.116879,14000
2011-06-22,5.610000,5.690000,5.550000,5.680000,5.162323,4500
2011-06-23,5.590000,5.680000,5.420000,5.610000,5.098703,18900
2011-06-24,5.630000,5.690000,5.420000,5.480000,4.980552,18600
2011-06-27,5.430000,5.520000,5.420000,5.480000,4.980552,11000
2011-06-28,5.490000,5.640000,5.490000,5.500000,4.998727,10700
2011-06-29,5.510000,5.670000,5.510000,5.620000,5.107792,16600
2011-06-30,5.600000,5.690000,5.600000,5.660000,5.144147,13500
2011-07-01,5.670000,5.700000,5.590000,5.700000,5.180502,47500
2011-07-05,5.740000,5.740000,5.600000,5.680000,5.162323,14100
2011-07-06,5.660000,5.680000,5.660000,5.680000,5.162323,5200
2011-07-07,5.660000,5.790000,5.660000,5.750000,5.225945,9900
2011-07-08,5.740000,5.740000,5.670000,5.670000,5.153234,1700
2011-07-11,5.660000,5.690000,5.600000,5.620000,5.107792,6300
2011-07-12,5.600000,5.660000,5.590000,5.590000,5.080525,9100
2011-07-13,5.680000,5.760000,5.620000,5.720000,5.198678,19300
2011-07-14,5.730000,5.770000,5.630000,5.660000,5.144147,11800
2011-07-15,5.750000,5.750000,5.590000,5.610000,5.098703,5800
2011-07-18,5.610000,5.690000,5.600000,5.620000,5.107792,9000
2011-07-19,5.230000,5.670000,5.230000,5.670000,5.153234,45700
2011-07-20,5.670000,5.700000,5.600000,5.680000,5.162323,21700
2011-07-21,5.680000,5.990000,5.680000,5.970000,5.425894,36100
2011-07-22,5.990000,6.060000,5.930000,5.990000,5.444071,35900
2011-07-25,5.990000,6.060000,5.870000,6.000000,5.453157,24500
2011-07-26,5.990000,5.990000,5.840000,5.910000,5.371362,13600
2011-07-27,5.910000,5.920000,5.670000,5.740000,5.216855,17700
2011-07-28,5.700000,5.770000,5.620000,5.630000,5.116879,26100
2011-07-29,5.630000,5.820000,5.620000,5.710000,5.189588,20000
2011-08-01,5.690000,5.890000,5.620000,5.680000,5.162323,31200
2011-08-02,5.770000,5.870000,5.510000,5.530000,5.025994,23500
2011-08-03,5.600000,5.600000,5.520000,5.530000,5.025994,12200
2011-08-04,5.500000,5.690000,5.280000,5.400000,4.907843,41900
2011-08-05,5.410000,5.490000,5.380000,5.450000,4.953287,28000
2011-08-08,5.400000,5.400000,5.210000,5.230000,4.753336,70100
2011-08-09,5.260000,5.480000,5.050000,5.290000,4.807869,32900
2011-08-10,5.300000,5.440000,5.150000,5.210000,4.757644,13100
2011-08-11,5.190000,5.260000,5.150000,5.160000,4.711986,18200
2011-08-12,5.200000,5.280000,5.130000,5.230000,4.775907,14800
2011-08-15,5.230000,5.440000,5.230000,5.380000,4.912885,17900
2011-08-16,5.380000,5.510000,5.180000,5.260000,4.803303,47100
2011-08-17,5.310000,5.310000,5.140000,5.160000,4.711986,24700
2011-08-18,5.140000,5.220000,5.090000,5.220000,4.766775,4100
2011-08-19,5.220000,5.300000,5.110000,5.230000,4.775907,16600
2011-08-22,5.290000,5.320000,5.090000,5.120000,4.675457,30800
2011-08-23,5.130000,5.350000,5.130000,5.340000,4.876357,6600
2011-08-24,5.280000,5.400000,5.200000,5.400000,4.931147,9600
2011-08-25,5.410000,5.420000,5.240000,5.240000,4.785037,1400
2011-08-26,5.320000,5.450000,5.310000,5.400000,4.931147,20400
2011-08-29,5.410000,5.960000,5.410000,5.630000,5.141178,10500
2011-08-30,5.630000,5.840000,5.630000,5.800000,5.296416,5400
2011-08-31,5.800000,5.950000,5.750000,5.750000,5.250758,10500
2011-09-01,5.780000,5.910000,5.540000,5.720000,5.223363,22300
2011-09-02,5.710000,5.900000,5.590000,5.630000,5.141178,23500
2011-09-06,5.600000,5.750000,5.560000,5.710000,5.214230,4900
2011-09-07,5.750000,6.050000,5.610000,6.000000,5.479053,18700
2011-09-08,5.900000,6.050000,5.740000,5.800000,5.296416,22500
2011-09-09,5.840000,5.950000,5.670000,5.690000,5.195969,11000
2011-09-12,5.650000,5.790000,5.650000,5.680000,5.186836,17500
2011-09-13,5.690000,5.840000,5.650000,5.810000,5.305548,11400
2011-09-14,5.750000,5.900000,5.750000,5.780000,5.278155,6100
2011-09-15,5.900000,6.020000,5.830000,5.970000,5.451657,16000
2011-09-16,5.960000,6.120000,5.930000,6.120000,5.588634,21000
2011-09-19,6.000000,6.140000,5.870000,6.070000,5.542975,6400
2011-09-20,6.060000,6.060000,5.940000,6.000000,5.479053,18000
2011-09-21,5.930000,6.050000,5.830000,5.980000,5.460789,21900
2011-09-22,5.890000,5.990000,5.700000,5.710000,5.214230,19300
2011-09-23,5.830000,5.880000,5.580000,5.590000,5.104649,9300
2011-09-26,5.780000,5.780000,5.610000,5.610000,5.122914,18200
2011-09-27,5.750000,5.900000,5.700000,5.860000,5.351208,20700
2011-09-28,5.830000,5.830000,5.640000,5.800000,5.296416,16500
2011-09-29,5.780000,5.800000,5.700000,5.700000,5.205100,19200
2011-09-30,5.670000,6.030000,5.650000,5.920000,5.405999,25000
2011-10-03,6.250000,6.250000,5.680000,5.680000,5.186836,33200
2011-10-04,5.660000,5.660000,5.410000,5.620000,5.132045,50100
2011-10-05,5.630000,5.990000,5.630000,5.940000,5.424263,16900
2011-10-06,5.890000,6.010000,5.890000,5.990000,5.469921,45000
2011-10-07,5.950000,6.000000,5.810000,5.970000,5.451657,16700
2011-10-10,6.000000,6.200000,6.000000,6.030000,5.506447,12400
2011-10-11,5.920000,6.050000,5.920000,6.050000,5.524711,20200
2011-10-12,6.000000,6.200000,6.000000,6.120000,5.588634,18800
2011-10-13,6.180000,6.240000,6.110000,6.200000,5.661688,23300
2011-10-14,6.270000,6.330000,6.090000,6.100000,5.570370,25600
2011-10-17,6.020000,6.100000,6.000000,6.030000,5.506447,16900
2011-10-18,5.990000,6.110000,5.980000,6.000000,5.479053,13500
2011-10-19,6.000000,6.040000,5.990000,6.010000,5.488184,7600
2011-10-20,6.040000,6.070000,6.000000,6.040000,5.515580,4000
2011-10-21,6.040000,6.140000,6.040000,6.130000,5.597765,9600
2011-10-24,6.130000,6.140000,6.010000,6.110000,5.579502,5000
2011-10-25,6.100000,6.100000,6.020000,6.060000,5.533844,9000
2011-10-26,6.100000,6.120000,6.010000,6.060000,5.533844,32600
2011-10-27,6.200000,6.300000,6.040000,6.080000,5.552107,28000
2011-10-28,6.120000,6.160000,6.080000,6.130000,5.597765,10000
2011-10-31,5.980000,6.020000,5.640000,5.960000,5.442525,26400
2011-11-01,5.880000,6.080000,5.810000,6.080000,5.552107,25600
2011-11-02,6.070000,6.080000,5.960000,5.990000,5.469921,3700
2011-11-03,5.990000,6.150000,5.810000,5.990000,5.469921,21500
2011-11-04,5.990000,6.020000,5.890000,5.990000,5.469921,63700
2011-11-07,5.900000,6.050000,5.900000,5.920000,5.405999,4900
2011-11-08,5.930000,6.000000,5.730000,5.830000,5.323813,45400
2011-11-09,5.700000,5.810000,5.700000,5.800000,5.319226,9800
2011-11-10,5.780000,5.880000,5.700000,5.750000,5.273371,28100
2011-11-11,5.840000,5.960000,5.700000,5.850000,5.365082,12000
2011-11-14,5.840000,5.850000,5.710000,5.780000,5.300886,17900
2011-11-15,5.720000,5.800000,5.640000,5.690000,5.218346,21600
2011-11-16,5.600000,5.750000,5.600000,5.740000,5.264199,12400
2011-11-17,5.780000,5.920000,5.730000,5.800000,5.319226,37700
2011-11-18,5.910000,5.910000,5.750000,5.750000,5.273371,21800
2011-11-21,5.650000,5.840000,5.610000,5.750000,5.273371,48200
2011-11-22,5.700000,5.890000,5.700000,5.810000,5.328398,21000
2011-11-23,5.800000,5.800000,5.730000,5.770000,5.291713,21000
2011-11-25,5.790000,5.790000,5.680000,5.680000,5.209173,900
2011-11-28,5.680000,5.890000,5.670000,5.800000,5.319226,15500
2011-11-29,5.850000,5.950000,5.850000,5.920000,5.429281,10500
2011-11-30,6.020000,6.040000,5.810000,5.830000,5.346741,26100
2011-12-01,5.860000,5.860000,5.780000,5.820000,5.337568,18400
2011-12-02,5.850000,5.900000,5.750000,5.750000,5.273371,40800
2011-12-05,5.760000,5.760000,5.600000,5.700000,5.227516,17500
2011-12-06,5.680000,5.700000,5.590000,5.590000,5.126632,10700
2011-12-07,5.550000,5.680000,5.550000,5.640000,5.172490,8900
2011-12-08,5.630000,5.680000,5.500000,5.500000,5.044092,10500
2011-12-09,5.550000,5.590000,5.500000,5.540000,5.080780,5300
2011-12-12,5.540000,5.560000,5.450000,5.450000,4.998239,8500
2011-12-13,5.400000,5.450000,5.400000,5.400000,4.952383,8500
2011-12-14,5.400000,5.540000,5.400000,5.480000,5.025753,34800
2011-12-15,5.490000,5.820000,5.120000,5.560000,5.099121,44800
2011-12-16,5.500000,5.860000,5.500000,5.630000,5.163319,47900
2011-12-19,5.680000,5.880000,5.650000,5.880000,5.392595,33800
2011-12-20,5.870000,5.920000,5.580000,5.830000,5.346741,25600
2011-12-21,5.780000,5.940000,5.780000,5.910000,5.420108,10700
2011-12-22,5.860000,5.900000,5.700000,5.760000,5.282543,38400
2011-12-23,5.750000,5.770000,5.660000,5.660000,5.190833,11000
2011-12-27,5.570000,5.710000,5.570000,5.700000,5.227516,17200
2011-12-28,5.660000,5.730000,5.550000,5.680000,5.209173,16600
2011-12-29,5.720000,5.760000,5.550000,5.600000,5.135806,21000
2011-12-30,5.600000,5.700000,5.510000,5.600000,5.135806,50800
2012-01-03,5.670000,5.670000,5.450000,5.510000,5.053267,20800
2012-01-04,5.470000,5.590000,5.400000,5.520000,5.062438,23000
2012-01-05,5.500000,5.700000,5.500000,5.600000,5.135806,17300
2012-01-06,5.670000,5.700000,5.670000,5.700000,5.227516,10000
2012-01-09,5.700000,5.990000,5.700000,5.920000,5.429281,33800
